44	137	r813u03n08.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 20:48:29	2552.10	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 16 --D Gaussian --E gaussian --S 0.9
59	137	r813u09n07.mccleary.ycrc.yale.edu	2023-08-20 20:13:25	2023-08-20 20:55:54	2549.45	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 16 --D Gaussian --E cauchy --S 0.9
46	137	r813u03n08.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 20:57:38	3100.69	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D Gaussian --E cauchy --S 0.0
41	137	r813u09n07.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 20:59:15	3198.32	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 16 --D Gaussian --E gaussian --S 0.7
1	137	r209u05n03.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 21:01:16	3318.86	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D AnovaBalance --E gaussian --S 0.0
53	137	r813u09n07.mccleary.ycrc.yale.edu	2023-08-20 20:08:22	2023-08-20 21:01:48	3206.40	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 16 --D Gaussian --E cauchy --S 0.5
76	137	r813u09n08.mccleary.ycrc.yale.edu	2023-08-20 20:23:32	2023-08-20 21:03:20	2388.41	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D Cauchy --E cauchy --S 0.0
91	137	r813u03n12.mccleary.ycrc.yale.edu	2023-08-20 20:23:32	2023-08-20 21:03:27	2395.32	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D Paired --E gaussian --S 0.0
31	137	r209u08n03.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 21:04:19	3502.36	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D Gaussian --E gaussian --S 0.0
26	137	r209u08n04.mccleary.ycrc.yale.edu	2023-08-20 20:05:57	2023-08-20 21:04:29	3511.70	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 16 --D AnovaBalance --E cauchy --S 0.7
