6	0	r813u09n04.mccleary.ycrc.yale.edu	2023-08-23 16:33:26	2023-08-23 18:50:08	8202.28	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E gaussian --S 0.5
12	0	r813u09n08.mccleary.ycrc.yale.edu	2023-08-23 16:36:01	2023-08-23 18:51:03	8102.37	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E gaussian --S 0.9
21	0	r813u03n04.mccleary.ycrc.yale.edu	2023-08-23 16:38:33	2023-08-23 18:53:12	8079.04	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E cauchy --S 0.5
9	0	r813u09n05.mccleary.ycrc.yale.edu	2023-08-23 16:33:26	2023-08-23 18:53:20	8394.66	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E gaussian --S 0.7
36	0	r813u03n06.mccleary.ycrc.yale.edu	2023-08-23 16:38:33	2023-08-23 18:53:50	8117.63	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D Gaussian --E gaussian --S 0.5
18	0	r813u03n07.mccleary.ycrc.yale.edu	2023-08-23 16:36:01	2023-08-23 18:54:40	8319.16	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E cauchy --S 0.3
48	0	r813u03n10.mccleary.ycrc.yale.edu	2023-08-23 16:41:07	2023-08-23 18:55:13	8046.45	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D Gaussian --E cauchy --S 0.3
42	0	r813u03n04.mccleary.ycrc.yale.edu	2023-08-23 16:41:07	2023-08-23 18:56:17	8109.68	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D Gaussian --E gaussian --S 0.9
24	0	r813u15n08.mccleary.ycrc.yale.edu	2023-08-23 16:38:33	2023-08-23 18:56:44	8291.64	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D AnovaBalance --E cauchy --S 0.7
7	0	r813u09n04.mccleary.ycrc.yale.edu	2023-08-23 16:33:26	2023-08-23 18:56:45	8599.63	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 6 --D AnovaBalance --E gaussian --S 0.5
54	0	r813u03n09.mccleary.ycrc.yale.edu	2023-08-23 16:41:07	2023-08-23 18:56:51	8143.64	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiment_CI.R --p 2 --D Gaussian --E cauchy --S 0.7
