8	1	r813u03n04.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.72	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 5 --D AnovaBalance --E gaussian --S 0.9
6	1	r209u05n04.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.75	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 2 --D AnovaBalance --E gaussian --S 0.9
7	1	r209u05n04.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.79	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 2 --D AnovaBalance --E gaussian --S 0.9
10	1	r813u09n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.19	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 20 --D AnovaBalance --E gaussian --S 0.9
9	1	r813u09n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.23	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 5 --D AnovaBalance --E gaussian --S 0.9
11	1	r813u09n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:24	3.23	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 20 --D AnovaBalance --E gaussian --S 0.9
32	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:26	5.21	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 5 --D AnovaBalance --E exponential --S 0.9
34	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:26	5.20	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 20 --D AnovaBalance --E exponential --S 0.9
22	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:26	5.23	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 20 --D AnovaBalance --E cauchy --S 0.9
31	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.27	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 2 --D AnovaBalance --E exponential --S 0.9
23	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.30	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 20 --D AnovaBalance --E cauchy --S 0.9
18	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.38	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 2 --D AnovaBalance --E cauchy --S 0.9
30	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.43	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 2 --D AnovaBalance --E exponential --S 0.9
20	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.46	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 5 --D AnovaBalance --E cauchy --S 0.9
46	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.46	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 20 --D AnovaBalance --E multinomial --S 0.9
21	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.47	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 5 --D AnovaBalance --E cauchy --S 0.9
42	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.46	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 2 --D AnovaBalance --E multinomial --S 0.9
35	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.47	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 20 --D AnovaBalance --E exponential --S 0.9
33	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.49	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 5 --D AnovaBalance --E exponential --S 0.9
43	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.52	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 2 --D AnovaBalance --E multinomial --S 0.9
47	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.51	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 20 --D AnovaBalance --E multinomial --S 0.9
19	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.52	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 2 --D AnovaBalance --E cauchy --S 0.9
45	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	5.51	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 500 --p 5 --D AnovaBalance --E multinomial --S 0.9
44	1	r813u03n09.mccleary.ycrc.yale.edu	2023-08-08 11:08:21	2023-08-08 11:08:27	6.15	module load miniconda/23.3.1;conda activate /home/lg689/project/project/conda_env/PREGSenv;Rscript experiments_sim.R --n 100 --p 5 --D AnovaBalance --E multinomial --S 0.9
